Observation ,Animal   ,Environment ,HasShell ,BearsYoungAs ,Class   ,WarmBlooded ,BodyCovering ,Probability
        867 ,Turtle   ,Air         ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
        868 ,Turtle   ,Air         ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
        869 ,Turtle   ,Air         ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        870 ,Turtle   ,Air         ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
        871 ,Turtle   ,Air         ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        872 ,Turtle   ,Air         ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        873 ,Turtle   ,Air         ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        874 ,Turtle   ,Air         ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        875 ,Turtle   ,Air         ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        876 ,Turtle   ,Air         ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        877 ,Turtle   ,Air         ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
        878 ,Turtle   ,Air         ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        879 ,Turtle   ,Air         ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
        880 ,Turtle   ,Air         ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
        881 ,Turtle   ,Air         ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        882 ,Turtle   ,Air         ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
        883 ,Turtle   ,Air         ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        884 ,Turtle   ,Air         ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        885 ,Turtle   ,Air         ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        886 ,Turtle   ,Air         ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        887 ,Turtle   ,Air         ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        888 ,Turtle   ,Air         ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        889 ,Turtle   ,Air         ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        890 ,Turtle   ,Air         ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        891 ,Turtle   ,Air         ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        892 ,Turtle   ,Air         ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        893 ,Turtle   ,Air         ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        894 ,Turtle   ,Air         ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        895 ,Turtle   ,Air         ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        896 ,Turtle   ,Air         ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        897 ,Turtle   ,Air         ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        898 ,Turtle   ,Air         ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        899 ,Turtle   ,Air         ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        900 ,Turtle   ,Air         ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        901 ,Turtle   ,Air         ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
        902 ,Turtle   ,Air         ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        903 ,Turtle   ,Air         ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
        904 ,Turtle   ,Air         ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
        905 ,Turtle   ,Air         ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        906 ,Turtle   ,Air         ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
        907 ,Turtle   ,Air         ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        908 ,Turtle   ,Air         ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        909 ,Turtle   ,Air         ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        910 ,Turtle   ,Air         ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        911 ,Turtle   ,Air         ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        912 ,Turtle   ,Air         ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        913 ,Turtle   ,Air         ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
        914 ,Turtle   ,Air         ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        915 ,Turtle   ,Air         ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
        916 ,Turtle   ,Air         ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
        917 ,Turtle   ,Air         ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        918 ,Turtle   ,Air         ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
        919 ,Turtle   ,Air         ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        920 ,Turtle   ,Air         ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        921 ,Turtle   ,Air         ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        922 ,Turtle   ,Air         ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        923 ,Turtle   ,Air         ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        924 ,Turtle   ,Air         ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        925 ,Turtle   ,Air         ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        926 ,Turtle   ,Air         ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        927 ,Turtle   ,Air         ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        928 ,Turtle   ,Air         ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        929 ,Turtle   ,Air         ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        930 ,Turtle   ,Air         ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        931 ,Turtle   ,Air         ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        932 ,Turtle   ,Air         ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        933 ,Turtle   ,Air         ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        934 ,Turtle   ,Air         ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        935 ,Turtle   ,Air         ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        936 ,Turtle   ,Air         ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
        937 ,Turtle   ,Land        ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
        938 ,Turtle   ,Land        ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        939 ,Turtle   ,Land        ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
        940 ,Turtle   ,Land        ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
        941 ,Turtle   ,Land        ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        942 ,Turtle   ,Land        ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
        943 ,Turtle   ,Land        ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        944 ,Turtle   ,Land        ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        945 ,Turtle   ,Land        ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        946 ,Turtle   ,Land        ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        947 ,Turtle   ,Land        ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        948 ,Turtle   ,Land        ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        949 ,Turtle   ,Land        ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
        950 ,Turtle   ,Land        ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        951 ,Turtle   ,Land        ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
        952 ,Turtle   ,Land        ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
        953 ,Turtle   ,Land        ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        954 ,Turtle   ,Land        ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
        955 ,Turtle   ,Land        ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        956 ,Turtle   ,Land        ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        957 ,Turtle   ,Land        ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        958 ,Turtle   ,Land        ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        959 ,Turtle   ,Land        ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        960 ,Turtle   ,Land        ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        961 ,Turtle   ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        962 ,Turtle   ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        963 ,Turtle   ,Land        ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
        964 ,Turtle   ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
        965 ,Turtle   ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
        966 ,Turtle   ,Land        ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
        967 ,Turtle   ,Land        ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
        968 ,Turtle   ,Land        ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
        969 ,Turtle   ,Land        ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
        970 ,Turtle   ,Land        ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
        971 ,Turtle   ,Land        ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
        972 ,Turtle   ,Land        ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.1
        973 ,Turtle   ,Land        ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
        974 ,Turtle   ,Land        ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
        975 ,Turtle   ,Land        ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
        976 ,Turtle   ,Land        ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
        977 ,Turtle   ,Land        ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
        978 ,Turtle   ,Land        ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
        979 ,Turtle   ,Land        ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
        980 ,Turtle   ,Land        ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
        981 ,Turtle   ,Land        ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
        982 ,Turtle   ,Land        ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
        983 ,Turtle   ,Land        ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
        984 ,Turtle   ,Land        ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
        985 ,Turtle   ,Land        ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
        986 ,Turtle   ,Land        ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
        987 ,Turtle   ,Land        ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
        988 ,Turtle   ,Land        ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
        989 ,Turtle   ,Land        ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
        990 ,Turtle   ,Land        ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
        991 ,Turtle   ,Land        ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
        992 ,Turtle   ,Land        ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
        993 ,Turtle   ,Land        ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
        994 ,Turtle   ,Land        ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
        995 ,Turtle   ,Land        ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
        996 ,Turtle   ,Land        ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
        997 ,Turtle   ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
        998 ,Turtle   ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
        999 ,Turtle   ,Land        ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
       1000 ,Turtle   ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
       1001 ,Turtle   ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
       1002 ,Turtle   ,Land        ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
       1003 ,Turtle   ,Land        ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
       1004 ,Turtle   ,Land        ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
       1005 ,Turtle   ,Land        ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
       1006 ,Turtle   ,Land        ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
       1007 ,Turtle   ,Land        ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
       1008 ,Turtle   ,Land        ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
       1009 ,Turtle   ,Water       ,True     ,Live         ,Bird    ,True        ,Fur          ,        0.0
       1010 ,Turtle   ,Water       ,True     ,Live         ,Bird    ,True        ,Feathers     ,        0.0
       1011 ,Turtle   ,Water       ,True     ,Live         ,Bird    ,True        ,Scales       ,        0.0
       1012 ,Turtle   ,Water       ,True     ,Live         ,Bird    ,False       ,Fur          ,        0.0
       1013 ,Turtle   ,Water       ,True     ,Live         ,Bird    ,False       ,Feathers     ,        0.0
       1014 ,Turtle   ,Water       ,True     ,Live         ,Bird    ,False       ,Scales       ,        0.0
       1015 ,Turtle   ,Water       ,True     ,Live         ,Mammal  ,True        ,Fur          ,        0.0
       1016 ,Turtle   ,Water       ,True     ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
       1017 ,Turtle   ,Water       ,True     ,Live         ,Mammal  ,True        ,Scales       ,        0.0
       1018 ,Turtle   ,Water       ,True     ,Live         ,Mammal  ,False       ,Fur          ,        0.0
       1019 ,Turtle   ,Water       ,True     ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
       1020 ,Turtle   ,Water       ,True     ,Live         ,Mammal  ,False       ,Scales       ,        0.0
       1021 ,Turtle   ,Water       ,True     ,Live         ,Reptile ,True        ,Fur          ,        0.0
       1022 ,Turtle   ,Water       ,True     ,Live         ,Reptile ,True        ,Feathers     ,        0.0
       1023 ,Turtle   ,Water       ,True     ,Live         ,Reptile ,True        ,Scales       ,        0.0
       1024 ,Turtle   ,Water       ,True     ,Live         ,Reptile ,False       ,Fur          ,        0.0
       1025 ,Turtle   ,Water       ,True     ,Live         ,Reptile ,False       ,Feathers     ,        0.0
       1026 ,Turtle   ,Water       ,True     ,Live         ,Reptile ,False       ,Scales       ,        0.0
       1027 ,Turtle   ,Water       ,True     ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
       1028 ,Turtle   ,Water       ,True     ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
       1029 ,Turtle   ,Water       ,True     ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
       1030 ,Turtle   ,Water       ,True     ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
       1031 ,Turtle   ,Water       ,True     ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
       1032 ,Turtle   ,Water       ,True     ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
       1033 ,Turtle   ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
       1034 ,Turtle   ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
       1035 ,Turtle   ,Water       ,True     ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
       1036 ,Turtle   ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
       1037 ,Turtle   ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
       1038 ,Turtle   ,Water       ,True     ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
       1039 ,Turtle   ,Water       ,True     ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
       1040 ,Turtle   ,Water       ,True     ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
       1041 ,Turtle   ,Water       ,True     ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
       1042 ,Turtle   ,Water       ,True     ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
       1043 ,Turtle   ,Water       ,True     ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
       1044 ,Turtle   ,Water       ,True     ,Eggs         ,Reptile ,False       ,Scales       ,        0.1
       1045 ,Turtle   ,Water       ,False    ,Live         ,Bird    ,True        ,Fur          ,        0.0
       1046 ,Turtle   ,Water       ,False    ,Live         ,Bird    ,True        ,Feathers     ,        0.0
       1047 ,Turtle   ,Water       ,False    ,Live         ,Bird    ,True        ,Scales       ,        0.0
       1048 ,Turtle   ,Water       ,False    ,Live         ,Bird    ,False       ,Fur          ,        0.0
       1049 ,Turtle   ,Water       ,False    ,Live         ,Bird    ,False       ,Feathers     ,        0.0
       1050 ,Turtle   ,Water       ,False    ,Live         ,Bird    ,False       ,Scales       ,        0.0
       1051 ,Turtle   ,Water       ,False    ,Live         ,Mammal  ,True        ,Fur          ,        0.0
       1052 ,Turtle   ,Water       ,False    ,Live         ,Mammal  ,True        ,Feathers     ,        0.0
       1053 ,Turtle   ,Water       ,False    ,Live         ,Mammal  ,True        ,Scales       ,        0.0
       1054 ,Turtle   ,Water       ,False    ,Live         ,Mammal  ,False       ,Fur          ,        0.0
       1055 ,Turtle   ,Water       ,False    ,Live         ,Mammal  ,False       ,Feathers     ,        0.0
       1056 ,Turtle   ,Water       ,False    ,Live         ,Mammal  ,False       ,Scales       ,        0.0
       1057 ,Turtle   ,Water       ,False    ,Live         ,Reptile ,True        ,Fur          ,        0.0
       1058 ,Turtle   ,Water       ,False    ,Live         ,Reptile ,True        ,Feathers     ,        0.0
       1059 ,Turtle   ,Water       ,False    ,Live         ,Reptile ,True        ,Scales       ,        0.0
       1060 ,Turtle   ,Water       ,False    ,Live         ,Reptile ,False       ,Fur          ,        0.0
       1061 ,Turtle   ,Water       ,False    ,Live         ,Reptile ,False       ,Feathers     ,        0.0
       1062 ,Turtle   ,Water       ,False    ,Live         ,Reptile ,False       ,Scales       ,        0.0
       1063 ,Turtle   ,Water       ,False    ,Eggs         ,Bird    ,True        ,Fur          ,        0.0
       1064 ,Turtle   ,Water       ,False    ,Eggs         ,Bird    ,True        ,Feathers     ,        0.0
       1065 ,Turtle   ,Water       ,False    ,Eggs         ,Bird    ,True        ,Scales       ,        0.0
       1066 ,Turtle   ,Water       ,False    ,Eggs         ,Bird    ,False       ,Fur          ,        0.0
       1067 ,Turtle   ,Water       ,False    ,Eggs         ,Bird    ,False       ,Feathers     ,        0.0
       1068 ,Turtle   ,Water       ,False    ,Eggs         ,Bird    ,False       ,Scales       ,        0.0
       1069 ,Turtle   ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Fur          ,        0.0
       1070 ,Turtle   ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Feathers     ,        0.0
       1071 ,Turtle   ,Water       ,False    ,Eggs         ,Mammal  ,True        ,Scales       ,        0.0
       1072 ,Turtle   ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Fur          ,        0.0
       1073 ,Turtle   ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Feathers     ,        0.0
       1074 ,Turtle   ,Water       ,False    ,Eggs         ,Mammal  ,False       ,Scales       ,        0.0
       1075 ,Turtle   ,Water       ,False    ,Eggs         ,Reptile ,True        ,Fur          ,        0.0
       1076 ,Turtle   ,Water       ,False    ,Eggs         ,Reptile ,True        ,Feathers     ,        0.0
       1077 ,Turtle   ,Water       ,False    ,Eggs         ,Reptile ,True        ,Scales       ,        0.0
       1078 ,Turtle   ,Water       ,False    ,Eggs         ,Reptile ,False       ,Fur          ,        0.0
       1079 ,Turtle   ,Water       ,False    ,Eggs         ,Reptile ,False       ,Feathers     ,        0.0
       1080 ,Turtle   ,Water       ,False    ,Eggs         ,Reptile ,False       ,Scales       ,        0.0
